E; project; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; vpl; 5274.58; cost; 10450
E; project; Manutenção Caixa separadora de Água e Óleo; vpl; 1333.33333333333; cost; 20000
E; project; Manutenção de Sistemas de Esgoto; vpl; 2333.33333333333; cost; 40000
E; project; Manutenção Sistema de Drenagem; vpl; 2000; cost; 38000
E; project; Melhoria Blindagem Descargas Atmosferica; vpl; 91666.6666666667; cost; 1800000
E; project; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; vpl; 101007.9675; cost; 7300805
E; project; Melhorias nas Redes de Transmissão de dados da sede; vpl; 1333333.33333333; cost; 14000000
E; project; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; vpl; 76073.65; cost; 661510
E; project; Melhorias Sist de Ar Condicionado em UHE; vpl; 1666.66666666667; cost; 80000
E; project; Modern. Serv. Auxiliares de uma SE; vpl; 806.8175; cost; 21150
E; project; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; vpl; 93.225; cost; 10000
E; project; Modern. Sistema de Ar Condicionado nos postos de trabalho; vpl; 18000; cost; 804000
E; project; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; vpl; 3165.08333333333; cost; 51200
E; project; MODERN.SINCRONO-SE VITORIA; vpl; 8060.98166666667; cost; 170343
E; project; Moderniz. do Sistema Óptico Norte-Sul; vpl; 1250000; cost; 11000000
E; project; Modernização das Proteções de uma SE; vpl; 8177.66666666667; cost; 111220
E; project; Modernização das Proteções de uma SE em Itaberá; vpl; 10466.2366666667; cost; 313500
E; project; Modernização das Proteções de uma SE em Poços de Caldas; vpl; 13444.875; cost; 220780
E; project; MODERNIZACAO de UHE em BH; vpl; 166785.3625; cost; 22504233
E; project; MODERNIZACAO de UHE em FUNIL; vpl; 4307.9725; cost; 71575
E; project; Modernização do SINDAC  de uma SE em Ibiuna; vpl; 70518.0141666667; cost; 2500000
E; project; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; vpl; 81364.5466666667; cost; 2525000
E; project; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; vpl; 6513.57416666667; cost; 495921
E; project; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; vpl; 3546.91666666667; cost; 94929
E; project; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; vpl; 18596.1666666667; cost; 448034
E; project; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; vpl; 1979.06916666667; cost; 10000
E; project; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; vpl; 5179.25; cost; 51130
E; project; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; vpl; 4899.58333333333; cost; 83604.09
E; project; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; vpl; 8438.58333333333; cost; 172932
E; project; Modernização do sistema de observabilidade e controlabilidade; vpl; 2244.72583333333; cost; 249752
E; project; MODERNIZACAO SISTEMA TELECOMUNICACOES; vpl; 500000; cost; 8100000
E; project; Reforço LT 500 kV Itaberá-Tijuco Preto I; vpl; 36547; cost; 12364789
E; project; Reforço LT 500kV Itaberá-Tijuco Preto II; vpl; 1126; cost; 2569845
E; project; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); vpl; 100; cost; 102
E; project; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); vpl; 578; cost; 866
E; project; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; vpl; 243463.099; cost; 4869261.98
E; project; Retific Canal Externo de SE; vpl; 8673.81666666667; cost; 200000
E; project; REVITALIZACAO TRAFOS de uma SE em Barreiro; vpl; 18129.72; cost; 67347
E; project; Subs Disjunt. obsoletos em uma SE de Porto Colombia; vpl; 125431.361666667; cost; 1998480
E; project; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; vpl; 34383.4708333333; cost; 982198
E; project; Subst. de Trafo de Corrente Alternada para CC; vpl; 1200000; cost; 4300000
E; project; Subst. de Transformadores; vpl; 11000000; cost; 18000000
E; project; Subst. do Grupo Gerador de uma SE; vpl; 13769.1666666667; cost; 260000
E; project; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; vpl; 1175; cost; 6734
E; project; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; vpl; 8060.98166666667; cost; 306734
E; project; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; vpl; 1003.5; cost; 56734
E; project; Substituição de Disjuntores Alta Tensão; vpl; 3500000; cost; 9000000
E; project; UTE Campos - Melhorias; vpl; 8538.75; cost; 161000.08
E; project; UTE Campos - Repotencialização; vpl; 54373.4166666667; cost; 119749.21
E; project; UTE São Gonçalo - Revitalização; vpl; 79706; cost; 145314.54
E; risk; Não renovação das concessões de Geração e Transmissão; probability; 35
E; risk; Regulação do preço de venda de energia ; probability; 34
E; risk; Orç. estrutural e de Invest. aprovados com valores subdimensionados ; probability; 45
E; risk; Ingerência Política ; probability; 47
E; risk; Não atendimento de exigências de órgãos regulamentadores e fiscalizadores ; probability; 37
E; risk; Atraso na obtenção de licenças / autorizações ambientais ; probability; 36
E; risk; Falha no acompanhamento das mudanças da legislação de interesse da empresa; probability; 52
E; risk; Falta de renovação e recomposição da força de trabalho ; probability; 49
E; risk; Cenários internos não alinhados com o planejamento estratégico; probability; 37
E; risk; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; probability; 46
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; impact; -6312.5
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; impact; -1239.8025
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; impact; -237.3225
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; impact; -1120.085
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; impact; -25
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; impact; -127.825
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; impact; -209.010225
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; impact; -432.33
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Modernização do sistema de observabilidade e controlabilidade; impact; -624.38
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; MODERNIZACAO SISTEMA TELECOMUNICACOES; impact; -20250
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Reforço LT 500 kV Itaberá-Tijuco Preto I; impact; -30911.9725
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Reforço LT 500kV Itaberá-Tijuco Preto II; impact; -6424.6125
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); impact; -0.255
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); impact; -2.165
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; impact; -12173.15495
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Retific Canal Externo de SE; impact; -500
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; REVITALIZACAO TRAFOS de uma SE em Barreiro; impact; -168.3675
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Subs Disjunt. obsoletos em uma SE de Porto Colombia; impact; -4996.2
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; impact; -2455.495
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Subst. de Trafo de Corrente Alternada para CC; impact; -10750
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Subst. de Transformadores; impact; -45000
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Subst. do Grupo Gerador de uma SE; impact; -650
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; impact; -16.835
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; impact; -766.835
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; impact; -141.835
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; Substituição de Disjuntores Alta Tensão; impact; -22500
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; UTE Campos - Melhorias; impact; -402.5002
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; UTE Campos - Repotencialização; impact; -299.373025
R; affects; Falha no acompanhamento das mudanças da legislação de interesse da empresa; UTE São Gonçalo - Revitalização; impact; -363.28635
R; affects; Falta de renovação e recomposição da força de trabalho ; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; impact; -41.8
R; affects; Falta de renovação e recomposição da força de trabalho ; Manutenção Caixa separadora de Água e Óleo; impact; -80
R; affects; Falta de renovação e recomposição da força de trabalho ; Manutenção de Sistemas de Esgoto; impact; -160
R; affects; Falta de renovação e recomposição da força de trabalho ; Manutenção Sistema de Drenagem; impact; -152
R; affects; Falta de renovação e recomposição da força de trabalho ; Melhoria Blindagem Descargas Atmosferica; impact; -7200
R; affects; Falta de renovação e recomposição da força de trabalho ; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; impact; -29203.22
R; affects; Falta de renovação e recomposição da força de trabalho ; Melhorias nas Redes de Transmissão de dados da sede; impact; -56000
R; affects; Falta de renovação e recomposição da força de trabalho ; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; impact; -2646.04
R; affects; Falta de renovação e recomposição da força de trabalho ; Melhorias Sist de Ar Condicionado em UHE; impact; -320
R; affects; Falta de renovação e recomposição da força de trabalho ; Modern. Serv. Auxiliares de uma SE; impact; -84.6
R; affects; Falta de renovação e recomposição da força de trabalho ; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; impact; -40
R; affects; Falta de renovação e recomposição da força de trabalho ; Modern. Sistema de Ar Condicionado nos postos de trabalho; impact; -3216
R; affects; Falta de renovação e recomposição da força de trabalho ; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; impact; -204.8
R; affects; Falta de renovação e recomposição da força de trabalho ; MODERN.SINCRONO-SE VITORIA; impact; -681.372
R; affects; Falta de renovação e recomposição da força de trabalho ; Moderniz. do Sistema Óptico Norte-Sul; impact; -44000
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização das Proteções de uma SE; impact; -444.88
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização das Proteções de uma SE em Itaberá; impact; -1254
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização das Proteções de uma SE em Poços de Caldas; impact; -883.12
R; affects; Falta de renovação e recomposição da força de trabalho ; MODERNIZACAO de UHE em BH; impact; -90016.932
R; affects; Falta de renovação e recomposição da força de trabalho ; MODERNIZACAO de UHE em FUNIL; impact; -286.3
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do SINDAC  de uma SE em Ibiuna; impact; -10000
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; impact; -10100
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; impact; -1983.684
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; impact; -379.716
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; impact; -1792.136
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; impact; -40
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; impact; -204.52
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; impact; -334.41636
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; impact; -691.728
R; affects; Falta de renovação e recomposição da força de trabalho ; Modernização do sistema de observabilidade e controlabilidade; impact; -999.008
R; affects; Falta de renovação e recomposição da força de trabalho ; MODERNIZACAO SISTEMA TELECOMUNICACOES; impact; -32400
R; affects; Falta de renovação e recomposição da força de trabalho ; Reforço LT 500 kV Itaberá-Tijuco Preto I; impact; -49459.156
R; affects; Falta de renovação e recomposição da força de trabalho ; Reforço LT 500kV Itaberá-Tijuco Preto II; impact; -10279.38
R; affects; Falta de renovação e recomposição da força de trabalho ; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); impact; -0.408
R; affects; Falta de renovação e recomposição da força de trabalho ; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); impact; -3.464
R; affects; Falta de renovação e recomposição da força de trabalho ; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; impact; -19477.04792
R; affects; Falta de renovação e recomposição da força de trabalho ; Retific Canal Externo de SE; impact; -800
R; affects; Falta de renovação e recomposição da força de trabalho ; REVITALIZACAO TRAFOS de uma SE em Barreiro; impact; -269.388
R; affects; Falta de renovação e recomposição da força de trabalho ; Subs Disjunt. obsoletos em uma SE de Porto Colombia; impact; -7993.92
R; affects; Falta de renovação e recomposição da força de trabalho ; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; impact; -3928.792
R; affects; Falta de renovação e recomposição da força de trabalho ; Subst. de Trafo de Corrente Alternada para CC; impact; -17200
R; affects; Falta de renovação e recomposição da força de trabalho ; Subst. de Transformadores; impact; -72000
R; affects; Falta de renovação e recomposição da força de trabalho ; Subst. do Grupo Gerador de uma SE; impact; -1040
R; affects; Falta de renovação e recomposição da força de trabalho ; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; impact; -26.936
R; affects; Falta de renovação e recomposição da força de trabalho ; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; impact; -1226.936
R; affects; Falta de renovação e recomposição da força de trabalho ; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; impact; -226.936
R; affects; Falta de renovação e recomposição da força de trabalho ; Substituição de Disjuntores Alta Tensão; impact; -36000
R; affects; Falta de renovação e recomposição da força de trabalho ; UTE Campos - Melhorias; impact; -644.00032
R; affects; Falta de renovação e recomposição da força de trabalho ; UTE Campos - Repotencialização; impact; -478.99684
R; affects; Falta de renovação e recomposição da força de trabalho ; UTE São Gonçalo - Revitalização; impact; -581.25816
R; affects; Cenários internos não alinhados com o planejamento estratégico; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; impact; -52.25
R; affects; Cenários internos não alinhados com o planejamento estratégico; Manutenção Caixa separadora de Água e Óleo; impact; -100
R; affects; Cenários internos não alinhados com o planejamento estratégico; Manutenção de Sistemas de Esgoto; impact; -200
R; affects; Cenários internos não alinhados com o planejamento estratégico; Manutenção Sistema de Drenagem; impact; -190
R; affects; Cenários internos não alinhados com o planejamento estratégico; Melhoria Blindagem Descargas Atmosferica; impact; -9000
R; affects; Cenários internos não alinhados com o planejamento estratégico; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; impact; -36504.025
R; affects; Cenários internos não alinhados com o planejamento estratégico; Melhorias nas Redes de Transmissão de dados da sede; impact; -70000
R; affects; Cenários internos não alinhados com o planejamento estratégico; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; impact; -3307.55
R; affects; Cenários internos não alinhados com o planejamento estratégico; Melhorias Sist de Ar Condicionado em UHE; impact; -400
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modern. Serv. Auxiliares de uma SE; impact; -105.75
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; impact; -50
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modern. Sistema de Ar Condicionado nos postos de trabalho; impact; -4020
R; affects; Cenários internos não alinhados com o planejamento estratégico; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; impact; -256
R; affects; Cenários internos não alinhados com o planejamento estratégico; MODERN.SINCRONO-SE VITORIA; impact; -851.715
R; affects; Cenários internos não alinhados com o planejamento estratégico; Moderniz. do Sistema Óptico Norte-Sul; impact; -55000
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização das Proteções de uma SE; impact; -556.1
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização das Proteções de uma SE em Itaberá; impact; -1567.5
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização das Proteções de uma SE em Poços de Caldas; impact; -1103.9
R; affects; Cenários internos não alinhados com o planejamento estratégico; MODERNIZACAO de UHE em BH; impact; -112521.165
R; affects; Cenários internos não alinhados com o planejamento estratégico; MODERNIZACAO de UHE em FUNIL; impact; -357.875
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do SINDAC  de uma SE em Ibiuna; impact; -12500
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; impact; -12625
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; impact; -2479.605
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; impact; -474.645
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; impact; -2240.17
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; impact; -50
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; impact; -255.65
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; impact; -418.02045
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; impact; -864.66
R; affects; Cenários internos não alinhados com o planejamento estratégico; Modernização do sistema de observabilidade e controlabilidade; impact; -1248.76
R; affects; Cenários internos não alinhados com o planejamento estratégico; MODERNIZACAO SISTEMA TELECOMUNICACOES; impact; -40500
R; affects; Cenários internos não alinhados com o planejamento estratégico; Reforço LT 500 kV Itaberá-Tijuco Preto I; impact; -61823.945
R; affects; Cenários internos não alinhados com o planejamento estratégico; Reforço LT 500kV Itaberá-Tijuco Preto II; impact; -12849.225
R; affects; Cenários internos não alinhados com o planejamento estratégico; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); impact; -0.51
R; affects; Cenários internos não alinhados com o planejamento estratégico; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); impact; -4.33
R; affects; Cenários internos não alinhados com o planejamento estratégico; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; impact; -24346.3099
R; affects; Cenários internos não alinhados com o planejamento estratégico; Retific Canal Externo de SE; impact; -1000
R; affects; Cenários internos não alinhados com o planejamento estratégico; REVITALIZACAO TRAFOS de uma SE em Barreiro; impact; -336.735
R; affects; Cenários internos não alinhados com o planejamento estratégico; Subs Disjunt. obsoletos em uma SE de Porto Colombia; impact; -9992.4
R; affects; Cenários internos não alinhados com o planejamento estratégico; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; impact; -4910.99
R; affects; Cenários internos não alinhados com o planejamento estratégico; Subst. de Trafo de Corrente Alternada para CC; impact; -21500
R; affects; Cenários internos não alinhados com o planejamento estratégico; Subst. de Transformadores; impact; -90000
R; affects; Cenários internos não alinhados com o planejamento estratégico; Subst. do Grupo Gerador de uma SE; impact; -1300
R; affects; Cenários internos não alinhados com o planejamento estratégico; Substituição de DISJ. 230KV obsoletos de uma SE em Bandeirantes; impact; -33.67
R; affects; Cenários internos não alinhados com o planejamento estratégico; Substituição de DISJ. 230KV obsoletos de uma SE em Brasilia; impact; -1533.67
R; affects; Cenários internos não alinhados com o planejamento estratégico; Substituição de DISJ. 230KV obsoletos de uma SE em Cachoeira Dourada; impact; -283.67
R; affects; Cenários internos não alinhados com o planejamento estratégico; Substituição de Disjuntores Alta Tensão; impact; -45000
R; affects; Cenários internos não alinhados com o planejamento estratégico; UTE Campos - Melhorias; impact; -805.0004
R; affects; Cenários internos não alinhados com o planejamento estratégico; UTE Campos - Repotencialização; impact; -598.74605
R; affects; Cenários internos não alinhados com o planejamento estratégico; UTE São Gonçalo - Revitalização; impact; -726.5727
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; 2ª ETAPA DE MELHORIAS NO SIST. OPTICO DE UMA SE; impact; -36.575
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Manutenção Caixa separadora de Água e Óleo; impact; -70
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Manutenção de Sistemas de Esgoto; impact; -140
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Manutenção Sistema de Drenagem; impact; -133
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Melhoria Blindagem Descargas Atmosferica; impact; -6300
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Melhorias à Proteção contra Descargas Atmosf.  em uma SE; impact; -25552.8175
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Melhorias nas Redes de Transmissão de dados da sede; impact; -49000
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Melhorias no Sistema de tratamento de Alarmes em Centros de Controle da empresa; impact; -2315.285
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Melhorias Sist de Ar Condicionado em UHE; impact; -280
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modern. Serv. Auxiliares de uma SE; impact; -74.025
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modern. Serv. Auxiliares de uma SE em Jacarepaguá; impact; -35
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modern. Sistema de Ar Condicionado nos postos de trabalho; impact; -2814
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; MODERN.REDE OPTICA-US.ST.CRUZ/SE VITORIA; impact; -179.2
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; MODERN.SINCRONO-SE VITORIA; impact; -596.2005
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Moderniz. do Sistema Óptico Norte-Sul; impact; -38500
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização das Proteções de uma SE; impact; -389.27
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização das Proteções de uma SE em Itaberá; impact; -1097.25
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização das Proteções de uma SE em Poços de Caldas; impact; -772.73
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; MODERNIZACAO de UHE em BH; impact; -78764.8155
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; MODERNIZACAO de UHE em FUNIL; impact; -250.5125
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do SINDAC  de uma SE em Ibiuna; impact; -8750
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do Sist. Ctrl. do elo de CC entre duas SE´s; impact; -8837.5
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do SIST. OPTICO - SUPERV. INFRAESTRUTURA; impact; -1735.7235
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do SIST. OPTICO DE EQUIP. ROTA RIO/VITORIA; impact; -332.2515
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do SIST. OPTICO DE LT R VERDE-B.PEIXE/CORUMB; impact; -1568.119
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do SIST. OPTICO DE LT. CAMPOS/VITORIA 345 KV; impact; -35
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do SIST. OPTICO DE P.CALDAS-BANCO DE BATERIA; impact; -178.955
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do SIST. OPTICO DE SIST. INTEGRADO DE GERENCIA; impact; -292.614315
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do SIST. OPTICO EM SE DE ARARAQUARA; impact; -605.262
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Modernização do sistema de observabilidade e controlabilidade; impact; -874.132
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; MODERNIZACAO SISTEMA TELECOMUNICACOES; impact; -28350
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Reforço LT 500 kV Itaberá-Tijuco Preto I; impact; -43276.7615
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Reforço LT 500kV Itaberá-Tijuco Preto II; impact; -8994.4575
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Repotencialização da LT S.Cruz/Jacarepaguá (Parte I); impact; -0.357
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Repotencialização da LT Santa Cruz/Jacarepaguá (Parte II); impact; -3.031
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Reprod,. Larvicultura e Caract. Genética de Surubim Pseudoplatystoma Coruscans; impact; -17042.41693
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Retific Canal Externo de SE; impact; -700
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; REVITALIZACAO TRAFOS de uma SE em Barreiro; impact; -235.7145
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Subs Disjunt. obsoletos em uma SE de Porto Colombia; impact; -6994.68
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; SUBST. 3 DIJUNTORES 345KV de uma SE em Itutinga; impact; -3437.693
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Subst. de Trafo de Corrente Alternada para CC; impact; -15050
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Subst. de Transformadores; impact; -63000
R; affects; Dificuld. na liberação fundiária de áreas atingidas pelos empreendimentos da empresa; Subst. do Grupo Gerador de uma SE; impact; -910
